2023-05-12_15-20-49	b	gb	Pizza complete	Echec : mauvais ordre
2023-05-12_15-20-49	b	gb	Pizza cuite	Echec : pizza cramée
2023-05-12_15-20-49	b	gb	Table mise	Echec
2023-05-12_15-20-49	b	gb	Colis	Echec
