2023-05-14_21-49-39_diff2			Table mise	Echec
2023-05-14_21-49-39_diff2			Colis	Echec
2023-05-14_21-49-39_diff2			Pizza complete	Echec
2023-05-14_21-49-39_diff2			Pizza cuite	Echec
2023-05-14_21-49-39_diff2			Piece rangée	Echec
