2023-05-12_15-17-21	eu	djk	Table mise	Echec
2023-05-12_15-17-21	eu	djk	Colis	Echec
2023-05-12_15-17-21	eu	djk	Pizza complete	Echec
2023-05-12_15-17-21	eu	djk	Pizza cuite	Echec
