2023-05-12_14-39-38	ewe	n	Pizza complete	Echec : mauvais ordre
2023-05-12_14-39-38	ewe	n	Pizza cuite	Echec : pizza cramée
2023-05-12_14-39-38	ewe	n	Colis	Succes
2023-05-12_14-39-38	ewe	n	Table mise	Succes
